feature,target,cloud_ratio
D:\ITMO\senne\competition\data\train_features\rvdc,D:\ITMO\senne\competition\data\train_labels\rvdc.tif,1.0
D:\ITMO\senne\competition\data\train_features\gfrk,D:\ITMO\senne\competition\data\train_labels\gfrk.tif,0.997
D:\ITMO\senne\competition\data\train_features\xaqk,D:\ITMO\senne\competition\data\train_labels\xaqk.tif,0.595
D:\ITMO\senne\competition\data\train_features\dgqu,D:\ITMO\senne\competition\data\train_labels\dgqu.tif,1.0
D:\ITMO\senne\competition\data\train_features\fahz,D:\ITMO\senne\competition\data\train_labels\fahz.tif,0.602
D:\ITMO\senne\competition\data\train_features\bsne,D:\ITMO\senne\competition\data\train_labels\bsne.tif,0.154
D:\ITMO\senne\competition\data\train_features\bycf,D:\ITMO\senne\competition\data\train_labels\bycf.tif,0.995
D:\ITMO\senne\competition\data\train_features\emkd,D:\ITMO\senne\competition\data\train_labels\emkd.tif,0.293
D:\ITMO\senne\competition\data\train_features\tajn,D:\ITMO\senne\competition\data\train_labels\tajn.tif,1.0
D:\ITMO\senne\competition\data\train_features\nmgy,D:\ITMO\senne\competition\data\train_labels\nmgy.tif,0.988
D:\ITMO\senne\competition\data\train_features\dyfo,D:\ITMO\senne\competition\data\train_labels\dyfo.tif,0.082
D:\ITMO\senne\competition\data\train_features\hpih,D:\ITMO\senne\competition\data\train_labels\hpih.tif,0.958
D:\ITMO\senne\competition\data\train_features\nhde,D:\ITMO\senne\competition\data\train_labels\nhde.tif,1.0
D:\ITMO\senne\competition\data\train_features\xgie,D:\ITMO\senne\competition\data\train_labels\xgie.tif,0.36
D:\ITMO\senne\competition\data\train_features\bgwi,D:\ITMO\senne\competition\data\train_labels\bgwi.tif,0.013
D:\ITMO\senne\competition\data\train_features\szpu,D:\ITMO\senne\competition\data\train_labels\szpu.tif,0.762
D:\ITMO\senne\competition\data\train_features\ltvf,D:\ITMO\senne\competition\data\train_labels\ltvf.tif,0.999
D:\ITMO\senne\competition\data\train_features\lxmt,D:\ITMO\senne\competition\data\train_labels\lxmt.tif,1.0
D:\ITMO\senne\competition\data\train_features\kvnc,D:\ITMO\senne\competition\data\train_labels\kvnc.tif,0.933
D:\ITMO\senne\competition\data\train_features\cssm,D:\ITMO\senne\competition\data\train_labels\cssm.tif,0.15
D:\ITMO\senne\competition\data\train_features\jbjx,D:\ITMO\senne\competition\data\train_labels\jbjx.tif,1.0
D:\ITMO\senne\competition\data\train_features\ynjp,D:\ITMO\senne\competition\data\train_labels\ynjp.tif,1.0
D:\ITMO\senne\competition\data\train_features\djeg,D:\ITMO\senne\competition\data\train_labels\djeg.tif,1.0
D:\ITMO\senne\competition\data\train_features\vfqw,D:\ITMO\senne\competition\data\train_labels\vfqw.tif,0.645
D:\ITMO\senne\competition\data\train_features\rthz,D:\ITMO\senne\competition\data\train_labels\rthz.tif,0.998
D:\ITMO\senne\competition\data\train_features\vqas,D:\ITMO\senne\competition\data\train_labels\vqas.tif,0.939
D:\ITMO\senne\competition\data\train_features\wmfv,D:\ITMO\senne\competition\data\train_labels\wmfv.tif,0.0
D:\ITMO\senne\competition\data\train_features\vwsf,D:\ITMO\senne\competition\data\train_labels\vwsf.tif,0.438
D:\ITMO\senne\competition\data\train_features\dvov,D:\ITMO\senne\competition\data\train_labels\dvov.tif,0.0
D:\ITMO\senne\competition\data\train_features\jdzi,D:\ITMO\senne\competition\data\train_labels\jdzi.tif,0.0
D:\ITMO\senne\competition\data\train_features\qanw,D:\ITMO\senne\competition\data\train_labels\qanw.tif,1.0
D:\ITMO\senne\competition\data\train_features\srev,D:\ITMO\senne\competition\data\train_labels\srev.tif,0.988
D:\ITMO\senne\competition\data\train_features\hrkm,D:\ITMO\senne\competition\data\train_labels\hrkm.tif,1.0
D:\ITMO\senne\competition\data\train_features\srfr,D:\ITMO\senne\competition\data\train_labels\srfr.tif,0.479
D:\ITMO\senne\competition\data\train_features\iboj,D:\ITMO\senne\competition\data\train_labels\iboj.tif,0.0
D:\ITMO\senne\competition\data\train_features\wxwc,D:\ITMO\senne\competition\data\train_labels\wxwc.tif,1.0
D:\ITMO\senne\competition\data\train_features\nzxf,D:\ITMO\senne\competition\data\train_labels\nzxf.tif,1.0
D:\ITMO\senne\competition\data\train_features\rulx,D:\ITMO\senne\competition\data\train_labels\rulx.tif,1.0
D:\ITMO\senne\competition\data\train_features\vqyl,D:\ITMO\senne\competition\data\train_labels\vqyl.tif,0.0
D:\ITMO\senne\competition\data\train_features\xoac,D:\ITMO\senne\competition\data\train_labels\xoac.tif,1.0
D:\ITMO\senne\competition\data\train_features\vrau,D:\ITMO\senne\competition\data\train_labels\vrau.tif,0.99
D:\ITMO\senne\competition\data\train_features\hvfe,D:\ITMO\senne\competition\data\train_labels\hvfe.tif,0.273
D:\ITMO\senne\competition\data\train_features\rbuz,D:\ITMO\senne\competition\data\train_labels\rbuz.tif,0.0
D:\ITMO\senne\competition\data\train_features\fmed,D:\ITMO\senne\competition\data\train_labels\fmed.tif,1.0
D:\ITMO\senne\competition\data\train_features\cryj,D:\ITMO\senne\competition\data\train_labels\cryj.tif,0.622
D:\ITMO\senne\competition\data\train_features\xeri,D:\ITMO\senne\competition\data\train_labels\xeri.tif,0.425
D:\ITMO\senne\competition\data\train_features\wfoj,D:\ITMO\senne\competition\data\train_labels\wfoj.tif,0.06
D:\ITMO\senne\competition\data\train_features\xbag,D:\ITMO\senne\competition\data\train_labels\xbag.tif,0.961
D:\ITMO\senne\competition\data\train_features\slpj,D:\ITMO\senne\competition\data\train_labels\slpj.tif,0.039
D:\ITMO\senne\competition\data\train_features\dboe,D:\ITMO\senne\competition\data\train_labels\dboe.tif,0.1
D:\ITMO\senne\competition\data\train_features\slga,D:\ITMO\senne\competition\data\train_labels\slga.tif,0.141
D:\ITMO\senne\competition\data\train_features\gtmf,D:\ITMO\senne\competition\data\train_labels\gtmf.tif,0.391
D:\ITMO\senne\competition\data\train_features\syms,D:\ITMO\senne\competition\data\train_labels\syms.tif,0.976
D:\ITMO\senne\competition\data\train_features\cndj,D:\ITMO\senne\competition\data\train_labels\cndj.tif,0.282
D:\ITMO\senne\competition\data\train_features\zwjg,D:\ITMO\senne\competition\data\train_labels\zwjg.tif,0.05
D:\ITMO\senne\competition\data\train_features\jvit,D:\ITMO\senne\competition\data\train_labels\jvit.tif,0.985
D:\ITMO\senne\competition\data\train_features\vzgf,D:\ITMO\senne\competition\data\train_labels\vzgf.tif,0.645
D:\ITMO\senne\competition\data\train_features\dyur,D:\ITMO\senne\competition\data\train_labels\dyur.tif,0.053
D:\ITMO\senne\competition\data\train_features\jxyu,D:\ITMO\senne\competition\data\train_labels\jxyu.tif,1.0
D:\ITMO\senne\competition\data\train_features\jcym,D:\ITMO\senne\competition\data\train_labels\jcym.tif,0.371
D:\ITMO\senne\competition\data\train_features\dgjv,D:\ITMO\senne\competition\data\train_labels\dgjv.tif,0.393
D:\ITMO\senne\competition\data\train_features\ckhb,D:\ITMO\senne\competition\data\train_labels\ckhb.tif,0.15
D:\ITMO\senne\competition\data\train_features\ywcm,D:\ITMO\senne\competition\data\train_labels\ywcm.tif,0.0
D:\ITMO\senne\competition\data\train_features\agex,D:\ITMO\senne\competition\data\train_labels\agex.tif,1.0
D:\ITMO\senne\competition\data\train_features\vruu,D:\ITMO\senne\competition\data\train_labels\vruu.tif,0.873
D:\ITMO\senne\competition\data\train_features\jyak,D:\ITMO\senne\competition\data\train_labels\jyak.tif,0.998
D:\ITMO\senne\competition\data\train_features\ybcs,D:\ITMO\senne\competition\data\train_labels\ybcs.tif,1.0
D:\ITMO\senne\competition\data\train_features\empy,D:\ITMO\senne\competition\data\train_labels\empy.tif,0.999
D:\ITMO\senne\competition\data\train_features\lzcx,D:\ITMO\senne\competition\data\train_labels\lzcx.tif,0.68
D:\ITMO\senne\competition\data\train_features\hpcg,D:\ITMO\senne\competition\data\train_labels\hpcg.tif,0.997
D:\ITMO\senne\competition\data\train_features\nize,D:\ITMO\senne\competition\data\train_labels\nize.tif,0.0
D:\ITMO\senne\competition\data\train_features\kzbt,D:\ITMO\senne\competition\data\train_labels\kzbt.tif,1.0
D:\ITMO\senne\competition\data\train_features\thsj,D:\ITMO\senne\competition\data\train_labels\thsj.tif,1.0
D:\ITMO\senne\competition\data\train_features\ewdh,D:\ITMO\senne\competition\data\train_labels\ewdh.tif,0.026
D:\ITMO\senne\competition\data\train_features\vdjb,D:\ITMO\senne\competition\data\train_labels\vdjb.tif,0.476
D:\ITMO\senne\competition\data\train_features\zcdl,D:\ITMO\senne\competition\data\train_labels\zcdl.tif,0.156
D:\ITMO\senne\competition\data\train_features\wdgl,D:\ITMO\senne\competition\data\train_labels\wdgl.tif,0.849
D:\ITMO\senne\competition\data\train_features\myxg,D:\ITMO\senne\competition\data\train_labels\myxg.tif,0.074
D:\ITMO\senne\competition\data\train_features\pcwm,D:\ITMO\senne\competition\data\train_labels\pcwm.tif,0.827
D:\ITMO\senne\competition\data\train_features\tirh,D:\ITMO\senne\competition\data\train_labels\tirh.tif,0.013
D:\ITMO\senne\competition\data\train_features\luwm,D:\ITMO\senne\competition\data\train_labels\luwm.tif,0.779
D:\ITMO\senne\competition\data\train_features\pdcp,D:\ITMO\senne\competition\data\train_labels\pdcp.tif,0.476
D:\ITMO\senne\competition\data\train_features\crun,D:\ITMO\senne\competition\data\train_labels\crun.tif,1.0
D:\ITMO\senne\competition\data\train_features\whpp,D:\ITMO\senne\competition\data\train_labels\whpp.tif,0.0
D:\ITMO\senne\competition\data\train_features\yxqy,D:\ITMO\senne\competition\data\train_labels\yxqy.tif,1.0
D:\ITMO\senne\competition\data\train_features\khhf,D:\ITMO\senne\competition\data\train_labels\khhf.tif,0.0
D:\ITMO\senne\competition\data\train_features\pdck,D:\ITMO\senne\competition\data\train_labels\pdck.tif,0.724
D:\ITMO\senne\competition\data\train_features\eurq,D:\ITMO\senne\competition\data\train_labels\eurq.tif,0.946
D:\ITMO\senne\competition\data\train_features\xjqe,D:\ITMO\senne\competition\data\train_labels\xjqe.tif,0.254
D:\ITMO\senne\competition\data\train_features\qanl,D:\ITMO\senne\competition\data\train_labels\qanl.tif,1.0
D:\ITMO\senne\competition\data\train_features\pjyu,D:\ITMO\senne\competition\data\train_labels\pjyu.tif,0.53
D:\ITMO\senne\competition\data\train_features\ruvv,D:\ITMO\senne\competition\data\train_labels\ruvv.tif,1.0
D:\ITMO\senne\competition\data\train_features\euqr,D:\ITMO\senne\competition\data\train_labels\euqr.tif,0.008
D:\ITMO\senne\competition\data\train_features\wavk,D:\ITMO\senne\competition\data\train_labels\wavk.tif,1.0
D:\ITMO\senne\competition\data\train_features\tfom,D:\ITMO\senne\competition\data\train_labels\tfom.tif,1.0
D:\ITMO\senne\competition\data\train_features\mfia,D:\ITMO\senne\competition\data\train_labels\mfia.tif,0.307
D:\ITMO\senne\competition\data\train_features\cmzx,D:\ITMO\senne\competition\data\train_labels\cmzx.tif,1.0
D:\ITMO\senne\competition\data\train_features\pfoo,D:\ITMO\senne\competition\data\train_labels\pfoo.tif,0.156
D:\ITMO\senne\competition\data\train_features\bjju,D:\ITMO\senne\competition\data\train_labels\bjju.tif,1.0
D:\ITMO\senne\competition\data\train_features\dnpw,D:\ITMO\senne\competition\data\train_labels\dnpw.tif,0.956
D:\ITMO\senne\competition\data\train_features\hsfw,D:\ITMO\senne\competition\data\train_labels\hsfw.tif,0.964
D:\ITMO\senne\competition\data\train_features\armm,D:\ITMO\senne\competition\data\train_labels\armm.tif,0.183
D:\ITMO\senne\competition\data\train_features\flzk,D:\ITMO\senne\competition\data\train_labels\flzk.tif,0.816
D:\ITMO\senne\competition\data\train_features\aots,D:\ITMO\senne\competition\data\train_labels\aots.tif,0.274
D:\ITMO\senne\competition\data\train_features\sxdv,D:\ITMO\senne\competition\data\train_labels\sxdv.tif,0.087
D:\ITMO\senne\competition\data\train_features\coip,D:\ITMO\senne\competition\data\train_labels\coip.tif,1.0
D:\ITMO\senne\competition\data\train_features\kwbb,D:\ITMO\senne\competition\data\train_labels\kwbb.tif,0.832
D:\ITMO\senne\competition\data\train_features\lxfb,D:\ITMO\senne\competition\data\train_labels\lxfb.tif,0.875
D:\ITMO\senne\competition\data\train_features\cqkc,D:\ITMO\senne\competition\data\train_labels\cqkc.tif,1.0
D:\ITMO\senne\competition\data\train_features\xduu,D:\ITMO\senne\competition\data\train_labels\xduu.tif,0.149
D:\ITMO\senne\competition\data\train_features\crod,D:\ITMO\senne\competition\data\train_labels\crod.tif,1.0
D:\ITMO\senne\competition\data\train_features\sawp,D:\ITMO\senne\competition\data\train_labels\sawp.tif,0.305
D:\ITMO\senne\competition\data\train_features\qmaf,D:\ITMO\senne\competition\data\train_labels\qmaf.tif,1.0
D:\ITMO\senne\competition\data\train_features\nndf,D:\ITMO\senne\competition\data\train_labels\nndf.tif,1.0
D:\ITMO\senne\competition\data\train_features\ghvl,D:\ITMO\senne\competition\data\train_labels\ghvl.tif,0.012
D:\ITMO\senne\competition\data\train_features\elaz,D:\ITMO\senne\competition\data\train_labels\elaz.tif,0.878
D:\ITMO\senne\competition\data\train_features\zaqa,D:\ITMO\senne\competition\data\train_labels\zaqa.tif,0.214
D:\ITMO\senne\competition\data\train_features\tjng,D:\ITMO\senne\competition\data\train_labels\tjng.tif,1.0
D:\ITMO\senne\competition\data\train_features\kuni,D:\ITMO\senne\competition\data\train_labels\kuni.tif,1.0
D:\ITMO\senne\competition\data\train_features\xyza,D:\ITMO\senne\competition\data\train_labels\xyza.tif,1.0
D:\ITMO\senne\competition\data\train_features\fmcp,D:\ITMO\senne\competition\data\train_labels\fmcp.tif,0.84
D:\ITMO\senne\competition\data\train_features\hvtq,D:\ITMO\senne\competition\data\train_labels\hvtq.tif,0.487
D:\ITMO\senne\competition\data\train_features\ddok,D:\ITMO\senne\competition\data\train_labels\ddok.tif,1.0
D:\ITMO\senne\competition\data\train_features\mzcq,D:\ITMO\senne\competition\data\train_labels\mzcq.tif,0.048
D:\ITMO\senne\competition\data\train_features\cmnv,D:\ITMO\senne\competition\data\train_labels\cmnv.tif,0.378
D:\ITMO\senne\competition\data\train_features\cpyq,D:\ITMO\senne\competition\data\train_labels\cpyq.tif,1.0
D:\ITMO\senne\competition\data\train_features\jwjj,D:\ITMO\senne\competition\data\train_labels\jwjj.tif,0.951
D:\ITMO\senne\competition\data\train_features\tbvb,D:\ITMO\senne\competition\data\train_labels\tbvb.tif,0.012
D:\ITMO\senne\competition\data\train_features\wtjf,D:\ITMO\senne\competition\data\train_labels\wtjf.tif,0.168
D:\ITMO\senne\competition\data\train_features\ccyh,D:\ITMO\senne\competition\data\train_labels\ccyh.tif,0.657
D:\ITMO\senne\competition\data\train_features\sofx,D:\ITMO\senne\competition\data\train_labels\sofx.tif,0.939
D:\ITMO\senne\competition\data\train_features\dyci,D:\ITMO\senne\competition\data\train_labels\dyci.tif,0.14
D:\ITMO\senne\competition\data\train_features\tjpn,D:\ITMO\senne\competition\data\train_labels\tjpn.tif,1.0
D:\ITMO\senne\competition\data\train_features\nnnd,D:\ITMO\senne\competition\data\train_labels\nnnd.tif,1.0
D:\ITMO\senne\competition\data\train_features\yfpm,D:\ITMO\senne\competition\data\train_labels\yfpm.tif,0.931
D:\ITMO\senne\competition\data\train_features\bzgr,D:\ITMO\senne\competition\data\train_labels\bzgr.tif,0.695
D:\ITMO\senne\competition\data\train_features\xgxp,D:\ITMO\senne\competition\data\train_labels\xgxp.tif,0.388
D:\ITMO\senne\competition\data\train_features\atcz,D:\ITMO\senne\competition\data\train_labels\atcz.tif,0.763
D:\ITMO\senne\competition\data\train_features\gfvn,D:\ITMO\senne\competition\data\train_labels\gfvn.tif,1.0
D:\ITMO\senne\competition\data\train_features\shbe,D:\ITMO\senne\competition\data\train_labels\shbe.tif,0.971
D:\ITMO\senne\competition\data\train_features\mtzx,D:\ITMO\senne\competition\data\train_labels\mtzx.tif,0.318
D:\ITMO\senne\competition\data\train_features\afpr,D:\ITMO\senne\competition\data\train_labels\afpr.tif,0.722
D:\ITMO\senne\competition\data\train_features\iiwy,D:\ITMO\senne\competition\data\train_labels\iiwy.tif,0.928
D:\ITMO\senne\competition\data\train_features\cwee,D:\ITMO\senne\competition\data\train_labels\cwee.tif,0.0
D:\ITMO\senne\competition\data\train_features\wnes,D:\ITMO\senne\competition\data\train_labels\wnes.tif,0.858
D:\ITMO\senne\competition\data\train_features\dxzh,D:\ITMO\senne\competition\data\train_labels\dxzh.tif,0.021
D:\ITMO\senne\competition\data\train_features\thyf,D:\ITMO\senne\competition\data\train_labels\thyf.tif,0.063
D:\ITMO\senne\competition\data\train_features\wbke,D:\ITMO\senne\competition\data\train_labels\wbke.tif,0.127
D:\ITMO\senne\competition\data\train_features\memk,D:\ITMO\senne\competition\data\train_labels\memk.tif,0.802
D:\ITMO\senne\competition\data\train_features\lbrt,D:\ITMO\senne\competition\data\train_labels\lbrt.tif,1.0
D:\ITMO\senne\competition\data\train_features\yisi,D:\ITMO\senne\competition\data\train_labels\yisi.tif,1.0
D:\ITMO\senne\competition\data\train_features\dobv,D:\ITMO\senne\competition\data\train_labels\dobv.tif,0.998
D:\ITMO\senne\competition\data\train_features\rrnd,D:\ITMO\senne\competition\data\train_labels\rrnd.tif,1.0
D:\ITMO\senne\competition\data\train_features\btqi,D:\ITMO\senne\competition\data\train_labels\btqi.tif,0.0
D:\ITMO\senne\competition\data\train_features\sxnh,D:\ITMO\senne\competition\data\train_labels\sxnh.tif,0.847
D:\ITMO\senne\competition\data\train_features\pevb,D:\ITMO\senne\competition\data\train_labels\pevb.tif,0.926
D:\ITMO\senne\competition\data\train_features\yyrt,D:\ITMO\senne\competition\data\train_labels\yyrt.tif,0.0
D:\ITMO\senne\competition\data\train_features\dkmb,D:\ITMO\senne\competition\data\train_labels\dkmb.tif,1.0
D:\ITMO\senne\competition\data\train_features\plqh,D:\ITMO\senne\competition\data\train_labels\plqh.tif,0.071
D:\ITMO\senne\competition\data\train_features\nnet,D:\ITMO\senne\competition\data\train_labels\nnet.tif,1.0
D:\ITMO\senne\competition\data\train_features\saue,D:\ITMO\senne\competition\data\train_labels\saue.tif,0.42
D:\ITMO\senne\competition\data\train_features\cuoy,D:\ITMO\senne\competition\data\train_labels\cuoy.tif,0.012
D:\ITMO\senne\competition\data\train_features\hour,D:\ITMO\senne\competition\data\train_labels\hour.tif,1.0
D:\ITMO\senne\competition\data\train_features\mqad,D:\ITMO\senne\competition\data\train_labels\mqad.tif,0.394
D:\ITMO\senne\competition\data\train_features\ghxn,D:\ITMO\senne\competition\data\train_labels\ghxn.tif,0.906
D:\ITMO\senne\competition\data\train_features\xrhn,D:\ITMO\senne\competition\data\train_labels\xrhn.tif,0.296
